schema_version,source_commit,source_tree,object_format,ignored_policy,inventory_digest,inventory_rows,source_inventory_digest,index_inventory_digest,untracked_inventory_digest,ignored_inventory_digest,filesystem_inventory_digest,filesystem_entries,ledger_self_path,path,source_tracked,source_git_mode,source_object_type,source_git_blob_id,source_sha256,source_bytes,source_lines,source_content_kind,index_tracked,index_git_mode,index_git_blob_id,index_flags,index_sha256,index_bytes,index_lines,index_content_kind,source_index_state,current_scope,current_fs_type,current_fs_mode,current_git_blob_id,current_sha256,current_bytes,current_lines,current_content_kind,worktree_state,ignore_rule_source,ignore_pattern,generated_candidate_reason,category,provenance_class,git_blob_id,sha256,bytes,lines,language,format,generated,generator,public_surface,security_critical,science_critical,authority_critical,provenance_review_status,provenance_evidence,license_review_status,license_expression,license_evidence,reviewer,review_status,requirements,assumptions,defects,tests,evidence,disposition,completed_at
1.0.0,0795989aa7b682e6bc1108b532939c52b5d7fdfc,434a7d0f13f8d4100a6a2d02d77fcd76159aefcc,sha1,reject,3062019feafca7c7a03419e0f12839ed62df46c189981eadf36b2be2d77998d4,356,380a216abe4e36c443643c898536d691d2fb1edf0ce9d083dbcb603fda7591e9,32d39c84dbf344813be0068d619564ace062de90bff6353479f1d1acdb1bf376,9117ecc6a8a0b4c58c970fd535ef282243328dec3c6949ea810e95aa0d5b2a0d,f81bd55e87c0507a67adcd9b79c2f036047dd2a956b0d7730ec4fd3c5c7f0272,05f7683d254d94b0121433c5b283a43c2e05c2fe250abb9f9ff5d1f4f4714573,356,audit/generated/FILE_REVIEW_LEDGER.csv,evidence/11-secure-zenoh-live/configs/clients/controller-a.json,true,100644,blob,93091804c01b2218fe8c94b8009e4512d2d8fcf4,d2a35a5d03d9d39d3018cf46dc1b3e5c62751deefc60c33b7184476898290224,1188,56,TEXT_UTF8,true,100644,93091804c01b2218fe8c94b8009e4512d2d8fcf4,NONE,d2a35a5d03d9d39d3018cf46dc1b3e5c62751deefc60c33b7184476898290224,1188,56,TEXT_UTF8,IDENTICAL,TRACKED,REGULAR,100644,93091804c01b2218fe8c94b8009e4512d2d8fcf4,d2a35a5d03d9d39d3018cf46dc1b3e5c62751deefc60c33b7184476898290224,1188,56,TEXT_UTF8,CLEAN_AGAINST_INDEX,,,RETAINED_EVIDENCE_PATH,EVIDENCE,DECLARED_SOURCE_COMMIT_AND_CURRENT_VIEW,93091804c01b2218fe8c94b8009e4512d2d8fcf4,d2a35a5d03d9d39d3018cf46dc1b3e5c62751deefc60c33b7184476898290224,1188,56,JSON,JSON,YES,tools/live_secure_zenoh.py,NO,YES,NO,NO,CONFIRMED,CH-T002-E09#a8b7e314b03e4d99206090eb4ed297142e16a51fd3619f2f1ca3e018a286105d:PROVENANCE,APPROVED,Apache-2.0 OR MIT,CH-T002-E09#a8b7e314b03e4d99206090eb4ed297142e16a51fd3619f2f1ca3e018a286105d:LICENSE,ch-t002-e0002-lane-01@local.invalid,REVIEWED,CH-T002-N01,,NONE,test_n01_accepted,CH-T002-E09#a8b7e314b03e4d99206090eb4ed297142e16a51fd3619f2f1ca3e018a286105d:PRIMARY;CH-T002-E09#a8b7e314b03e4d99206090eb4ed297142e16a51fd3619f2f1ca3e018a286105d:SECONDARY;CH-T002-E10#a8b7e314b03e4d99206090eb4ed297142e16a51fd3619f2f1ca3e018a286105d:PRIMARY;CH-T002-E11#a8b7e314b03e4d99206090eb4ed297142e16a51fd3619f2f1ca3e018a286105d:SECONDARY,ACCEPTED,2026-07-22T12:04:42Z
1.0.0,0795989aa7b682e6bc1108b532939c52b5d7fdfc,434a7d0f13f8d4100a6a2d02d77fcd76159aefcc,sha1,reject,3062019feafca7c7a03419e0f12839ed62df46c189981eadf36b2be2d77998d4,356,380a216abe4e36c443643c898536d691d2fb1edf0ce9d083dbcb603fda7591e9,32d39c84dbf344813be0068d619564ace062de90bff6353479f1d1acdb1bf376,9117ecc6a8a0b4c58c970fd535ef282243328dec3c6949ea810e95aa0d5b2a0d,f81bd55e87c0507a67adcd9b79c2f036047dd2a956b0d7730ec4fd3c5c7f0272,05f7683d254d94b0121433c5b283a43c2e05c2fe250abb9f9ff5d1f4f4714573,356,audit/generated/FILE_REVIEW_LEDGER.csv,evidence/11-secure-zenoh-live/configs/clients/controller-b.json,true,100644,blob,4050e980ed7e92b579f37509d1cbf67d563d9076,31ecab2aad58b2c070ddaaa47ebe90aea3c6e6a5ea93f39762945846ce1f96bf,1188,56,TEXT_UTF8,true,100644,4050e980ed7e92b579f37509d1cbf67d563d9076,NONE,31ecab2aad58b2c070ddaaa47ebe90aea3c6e6a5ea93f39762945846ce1f96bf,1188,56,TEXT_UTF8,IDENTICAL,TRACKED,REGULAR,100644,4050e980ed7e92b579f37509d1cbf67d563d9076,31ecab2aad58b2c070ddaaa47ebe90aea3c6e6a5ea93f39762945846ce1f96bf,1188,56,TEXT_UTF8,CLEAN_AGAINST_INDEX,,,RETAINED_EVIDENCE_PATH,EVIDENCE,DECLARED_SOURCE_COMMIT_AND_CURRENT_VIEW,4050e980ed7e92b579f37509d1cbf67d563d9076,31ecab2aad58b2c070ddaaa47ebe90aea3c6e6a5ea93f39762945846ce1f96bf,1188,56,JSON,JSON,YES,tools/live_secure_zenoh.py,NO,YES,NO,NO,CONFIRMED,CH-T002-E09#a50dbaabdf6e9462dad4a827fffd28037f9e882efa729fd608a374e499a04142:PROVENANCE,APPROVED,Apache-2.0 OR MIT,CH-T002-E09#a50dbaabdf6e9462dad4a827fffd28037f9e882efa729fd608a374e499a04142:LICENSE,ch-t002-e0002-lane-02@local.invalid,REVIEWED,CH-T002-N01,,NONE,test_n01_accepted,CH-T002-E09#a50dbaabdf6e9462dad4a827fffd28037f9e882efa729fd608a374e499a04142:PRIMARY;CH-T002-E09#a50dbaabdf6e9462dad4a827fffd28037f9e882efa729fd608a374e499a04142:SECONDARY;CH-T002-E11#a50dbaabdf6e9462dad4a827fffd28037f9e882efa729fd608a374e499a04142:PRIMARY;CH-T002-E12#a50dbaabdf6e9462dad4a827fffd28037f9e882efa729fd608a374e499a04142:SECONDARY,ACCEPTED,2026-07-22T12:04:42Z
1.0.0,0795989aa7b682e6bc1108b532939c52b5d7fdfc,434a7d0f13f8d4100a6a2d02d77fcd76159aefcc,sha1,reject,3062019feafca7c7a03419e0f12839ed62df46c189981eadf36b2be2d77998d4,356,380a216abe4e36c443643c898536d691d2fb1edf0ce9d083dbcb603fda7591e9,32d39c84dbf344813be0068d619564ace062de90bff6353479f1d1acdb1bf376,9117ecc6a8a0b4c58c970fd535ef282243328dec3c6949ea810e95aa0d5b2a0d,f81bd55e87c0507a67adcd9b79c2f036047dd2a956b0d7730ec4fd3c5c7f0272,05f7683d254d94b0121433c5b283a43c2e05c2fe250abb9f9ff5d1f4f4714573,356,audit/generated/FILE_REVIEW_LEDGER.csv,evidence/11-secure-zenoh-live/configs/clients/gate.json,true,100644,blob,d6d6b19f9ef61590c92fb1cb0bd704821a8bca01,03c1302547bd1eeb2c676690782b0bd52ea83a15fb206052a92640d2b9409a30,1172,56,TEXT_UTF8,true,100644,d6d6b19f9ef61590c92fb1cb0bd704821a8bca01,NONE,03c1302547bd1eeb2c676690782b0bd52ea83a15fb206052a92640d2b9409a30,1172,56,TEXT_UTF8,IDENTICAL,TRACKED,REGULAR,100644,d6d6b19f9ef61590c92fb1cb0bd704821a8bca01,03c1302547bd1eeb2c676690782b0bd52ea83a15fb206052a92640d2b9409a30,1172,56,TEXT_UTF8,CLEAN_AGAINST_INDEX,,,RETAINED_EVIDENCE_PATH,EVIDENCE,DECLARED_SOURCE_COMMIT_AND_CURRENT_VIEW,d6d6b19f9ef61590c92fb1cb0bd704821a8bca01,03c1302547bd1eeb2c676690782b0bd52ea83a15fb206052a92640d2b9409a30,1172,56,JSON,JSON,YES,tools/live_secure_zenoh.py,NO,YES,NO,NO,CONFIRMED,CH-T002-E09#b373175cd669ec13f626189489e22be8ee22d57ded0959907a068f5d2b1cfc7b:PROVENANCE,APPROVED,Apache-2.0 OR MIT,CH-T002-E09#b373175cd669ec13f626189489e22be8ee22d57ded0959907a068f5d2b1cfc7b:LICENSE,ch-t002-e0002-lane-03@local.invalid,REVIEWED,CH-T002-N01,,NONE,test_n01_accepted,CH-T002-E09#b373175cd669ec13f626189489e22be8ee22d57ded0959907a068f5d2b1cfc7b:PRIMARY;CH-T002-E09#b373175cd669ec13f626189489e22be8ee22d57ded0959907a068f5d2b1cfc7b:SECONDARY;CH-T002-E10#b373175cd669ec13f626189489e22be8ee22d57ded0959907a068f5d2b1cfc7b:SECONDARY;CH-T002-E12#b373175cd669ec13f626189489e22be8ee22d57ded0959907a068f5d2b1cfc7b:PRIMARY,ACCEPTED,2026-07-22T12:04:42Z
1.0.0,0795989aa7b682e6bc1108b532939c52b5d7fdfc,434a7d0f13f8d4100a6a2d02d77fcd76159aefcc,sha1,reject,3062019feafca7c7a03419e0f12839ed62df46c189981eadf36b2be2d77998d4,356,380a216abe4e36c443643c898536d691d2fb1edf0ce9d083dbcb603fda7591e9,32d39c84dbf344813be0068d619564ace062de90bff6353479f1d1acdb1bf376,9117ecc6a8a0b4c58c970fd535ef282243328dec3c6949ea810e95aa0d5b2a0d,f81bd55e87c0507a67adcd9b79c2f036047dd2a956b0d7730ec4fd3c5c7f0272,05f7683d254d94b0121433c5b283a43c2e05c2fe250abb9f9ff5d1f4f4714573,356,audit/generated/FILE_REVIEW_LEDGER.csv,evidence/11-secure-zenoh-live/configs/clients/lifecycle.json,true,100644,blob,8fc4eb1bccaa0b2ae040e826044b46ce2ee1c3f6,c41538193291cadfa4491be83ee6f987e45bb74b95847d616dc8c3365e887d57,1182,56,TEXT_UTF8,true,100644,8fc4eb1bccaa0b2ae040e826044b46ce2ee1c3f6,NONE,c41538193291cadfa4491be83ee6f987e45bb74b95847d616dc8c3365e887d57,1182,56,TEXT_UTF8,IDENTICAL,TRACKED,REGULAR,100644,8fc4eb1bccaa0b2ae040e826044b46ce2ee1c3f6,c41538193291cadfa4491be83ee6f987e45bb74b95847d616dc8c3365e887d57,1182,56,TEXT_UTF8,CLEAN_AGAINST_INDEX,,,RETAINED_EVIDENCE_PATH,EVIDENCE,DECLARED_SOURCE_COMMIT_AND_CURRENT_VIEW,8fc4eb1bccaa0b2ae040e826044b46ce2ee1c3f6,c41538193291cadfa4491be83ee6f987e45bb74b95847d616dc8c3365e887d57,1182,56,JSON,JSON,YES,tools/live_secure_zenoh.py,NO,YES,NO,NO,CONFIRMED,CH-T002-E09#7fb4be61553928103e7e23cbb444b7bfde860b1bb465adaf4ca0046641d35314:PROVENANCE,APPROVED,Apache-2.0 OR MIT,CH-T002-E09#7fb4be61553928103e7e23cbb444b7bfde860b1bb465adaf4ca0046641d35314:LICENSE,ch-t002-e0002-lane-03@local.invalid,REVIEWED,CH-T002-N01,,NONE,test_n01_accepted,CH-T002-E09#7fb4be61553928103e7e23cbb444b7bfde860b1bb465adaf4ca0046641d35314:PRIMARY;CH-T002-E09#7fb4be61553928103e7e23cbb444b7bfde860b1bb465adaf4ca0046641d35314:SECONDARY;CH-T002-E10#7fb4be61553928103e7e23cbb444b7bfde860b1bb465adaf4ca0046641d35314:SECONDARY;CH-T002-E12#7fb4be61553928103e7e23cbb444b7bfde860b1bb465adaf4ca0046641d35314:PRIMARY,ACCEPTED,2026-07-22T12:04:42Z
1.0.0,0795989aa7b682e6bc1108b532939c52b5d7fdfc,434a7d0f13f8d4100a6a2d02d77fcd76159aefcc,sha1,reject,3062019feafca7c7a03419e0f12839ed62df46c189981eadf36b2be2d77998d4,356,380a216abe4e36c443643c898536d691d2fb1edf0ce9d083dbcb603fda7591e9,32d39c84dbf344813be0068d619564ace062de90bff6353479f1d1acdb1bf376,9117ecc6a8a0b4c58c970fd535ef282243328dec3c6949ea810e95aa0d5b2a0d,f81bd55e87c0507a67adcd9b79c2f036047dd2a956b0d7730ec4fd3c5c7f0272,05f7683d254d94b0121433c5b283a43c2e05c2fe250abb9f9ff5d1f4f4714573,356,audit/generated/FILE_REVIEW_LEDGER.csv,evidence/11-secure-zenoh-live/configs/clients/mission-authority.json,true,100644,blob,41aa65942be7bd7133f2496a1a01f86b96b5bf65,b88d5aaccbccc0fb3f4280ef915d23685cd78cfe7a32dc7d47eb0472744aa7bf,1198,56,TEXT_UTF8,true,100644,41aa65942be7bd7133f2496a1a01f86b96b5bf65,NONE,b88d5aaccbccc0fb3f4280ef915d23685cd78cfe7a32dc7d47eb0472744aa7bf,1198,56,TEXT_UTF8,IDENTICAL,TRACKED,REGULAR,100644,41aa65942be7bd7133f2496a1a01f86b96b5bf65,b88d5aaccbccc0fb3f4280ef915d23685cd78cfe7a32dc7d47eb0472744aa7bf,1198,56,TEXT_UTF8,CLEAN_AGAINST_INDEX,,,RETAINED_EVIDENCE_PATH,EVIDENCE,DECLARED_SOURCE_COMMIT_AND_CURRENT_VIEW,41aa65942be7bd7133f2496a1a01f86b96b5bf65,b88d5aaccbccc0fb3f4280ef915d23685cd78cfe7a32dc7d47eb0472744aa7bf,1198,56,JSON,JSON,YES,tools/live_secure_zenoh.py,NO,YES,NO,NO,CONFIRMED,CH-T002-E09#d461003394dc1d235aeaa12c2c642640bb25f907d7918ffdad727ae57501bf48:PROVENANCE,APPROVED,Apache-2.0 OR MIT,CH-T002-E09#d461003394dc1d235aeaa12c2c642640bb25f907d7918ffdad727ae57501bf48:LICENSE,ch-t002-e0002-lane-01@local.invalid,REVIEWED,CH-T002-N01,,NONE,test_n01_accepted,CH-T002-E09#d461003394dc1d235aeaa12c2c642640bb25f907d7918ffdad727ae57501bf48:PRIMARY;CH-T002-E09#d461003394dc1d235aeaa12c2c642640bb25f907d7918ffdad727ae57501bf48:SECONDARY;CH-T002-E10#d461003394dc1d235aeaa12c2c642640bb25f907d7918ffdad727ae57501bf48:PRIMARY;CH-T002-E11#d461003394dc1d235aeaa12c2c642640bb25f907d7918ffdad727ae57501bf48:SECONDARY,ACCEPTED,2026-07-22T12:04:42Z
1.0.0,0795989aa7b682e6bc1108b532939c52b5d7fdfc,434a7d0f13f8d4100a6a2d02d77fcd76159aefcc,sha1,reject,3062019feafca7c7a03419e0f12839ed62df46c189981eadf36b2be2d77998d4,356,380a216abe4e36c443643c898536d691d2fb1edf0ce9d083dbcb603fda7591e9,32d39c84dbf344813be0068d619564ace062de90bff6353479f1d1acdb1bf376,9117ecc6a8a0b4c58c970fd535ef282243328dec3c6949ea810e95aa0d5b2a0d,f81bd55e87c0507a67adcd9b79c2f036047dd2a956b0d7730ec4fd3c5c7f0272,05f7683d254d94b0121433c5b283a43c2e05c2fe250abb9f9ff5d1f4f4714573,356,audit/generated/FILE_REVIEW_LEDGER.csv,evidence/11-secure-zenoh-live/configs/clients/observer.json,true,100644,blob,6c392a726f0e0628e870a75ada49a6bdee6ee515,0f724b36b1f9a939c74c4640be04dc049582b96f23c2660f093c2c9332520bea,1180,56,TEXT_UTF8,true,100644,6c392a726f0e0628e870a75ada49a6bdee6ee515,NONE,0f724b36b1f9a939c74c4640be04dc049582b96f23c2660f093c2c9332520bea,1180,56,TEXT_UTF8,IDENTICAL,TRACKED,REGULAR,100644,6c392a726f0e0628e870a75ada49a6bdee6ee515,0f724b36b1f9a939c74c4640be04dc049582b96f23c2660f093c2c9332520bea,1180,56,TEXT_UTF8,CLEAN_AGAINST_INDEX,,,RETAINED_EVIDENCE_PATH,EVIDENCE,DECLARED_SOURCE_COMMIT_AND_CURRENT_VIEW,6c392a726f0e0628e870a75ada49a6bdee6ee515,0f724b36b1f9a939c74c4640be04dc049582b96f23c2660f093c2c9332520bea,1180,56,JSON,JSON,YES,tools/live_secure_zenoh.py,NO,YES,NO,NO,CONFIRMED,CH-T002-E09#07369d1ed9611b82e1c596cef352b603cd6a5ef7e2da830086c9bbe52a892d2e:PROVENANCE,APPROVED,Apache-2.0 OR MIT,CH-T002-E09#07369d1ed9611b82e1c596cef352b603cd6a5ef7e2da830086c9bbe52a892d2e:LICENSE,ch-t002-e0002-lane-03@local.invalid,REVIEWED,CH-T002-N01,,NONE,test_n01_accepted,CH-T002-E09#07369d1ed9611b82e1c596cef352b603cd6a5ef7e2da830086c9bbe52a892d2e:PRIMARY;CH-T002-E09#07369d1ed9611b82e1c596cef352b603cd6a5ef7e2da830086c9bbe52a892d2e:SECONDARY;CH-T002-E10#07369d1ed9611b82e1c596cef352b603cd6a5ef7e2da830086c9bbe52a892d2e:SECONDARY;CH-T002-E12#07369d1ed9611b82e1c596cef352b603cd6a5ef7e2da830086c9bbe52a892d2e:PRIMARY,ACCEPTED,2026-07-22T12:04:42Z
1.0.0,0795989aa7b682e6bc1108b532939c52b5d7fdfc,434a7d0f13f8d4100a6a2d02d77fcd76159aefcc,sha1,reject,3062019feafca7c7a03419e0f12839ed62df46c189981eadf36b2be2d77998d4,356,380a216abe4e36c443643c898536d691d2fb1edf0ce9d083dbcb603fda7591e9,32d39c84dbf344813be0068d619564ace062de90bff6353479f1d1acdb1bf376,9117ecc6a8a0b4c58c970fd535ef282243328dec3c6949ea810e95aa0d5b2a0d,f81bd55e87c0507a67adcd9b79c2f036047dd2a956b0d7730ec4fd3c5c7f0272,05f7683d254d94b0121433c5b283a43c2e05c2fe250abb9f9ff5d1f4f4714573,356,audit/generated/FILE_REVIEW_LEDGER.csv,evidence/11-secure-zenoh-live/configs/clients/robot-crebain.json,true,100644,blob,344cb24dbf8349fbca35fa65487a037416ff9fd5,cb2dc1687abdf51746ecaa28ae45a653e030becb5f743b240c5ebfabfc59b525,1190,56,TEXT_UTF8,true,100644,344cb24dbf8349fbca35fa65487a037416ff9fd5,NONE,cb2dc1687abdf51746ecaa28ae45a653e030becb5f743b240c5ebfabfc59b525,1190,56,TEXT_UTF8,IDENTICAL,TRACKED,REGULAR,100644,344cb24dbf8349fbca35fa65487a037416ff9fd5,cb2dc1687abdf51746ecaa28ae45a653e030becb5f743b240c5ebfabfc59b525,1190,56,TEXT_UTF8,CLEAN_AGAINST_INDEX,,,RETAINED_EVIDENCE_PATH,EVIDENCE,DECLARED_SOURCE_COMMIT_AND_CURRENT_VIEW,344cb24dbf8349fbca35fa65487a037416ff9fd5,cb2dc1687abdf51746ecaa28ae45a653e030becb5f743b240c5ebfabfc59b525,1190,56,JSON,JSON,YES,tools/live_secure_zenoh.py,NO,YES,NO,NO,CONFIRMED,CH-T002-E09#4113d1631f7de718af0be47271c5edc35612111c36d02c116f2d46d9ac0f0479:PROVENANCE,APPROVED,Apache-2.0 OR MIT,CH-T002-E09#4113d1631f7de718af0be47271c5edc35612111c36d02c116f2d46d9ac0f0479:LICENSE,ch-t002-e0002-lane-02@local.invalid,REVIEWED,CH-T002-N01,,NONE,test_n01_accepted,CH-T002-E09#4113d1631f7de718af0be47271c5edc35612111c36d02c116f2d46d9ac0f0479:PRIMARY;CH-T002-E09#4113d1631f7de718af0be47271c5edc35612111c36d02c116f2d46d9ac0f0479:SECONDARY;CH-T002-E11#4113d1631f7de718af0be47271c5edc35612111c36d02c116f2d46d9ac0f0479:PRIMARY;CH-T002-E12#4113d1631f7de718af0be47271c5edc35612111c36d02c116f2d46d9ac0f0479:SECONDARY,ACCEPTED,2026-07-22T12:04:42Z
1.0.0,0795989aa7b682e6bc1108b532939c52b5d7fdfc,434a7d0f13f8d4100a6a2d02d77fcd76159aefcc,sha1,reject,3062019feafca7c7a03419e0f12839ed62df46c189981eadf36b2be2d77998d4,356,380a216abe4e36c443643c898536d691d2fb1edf0ce9d083dbcb603fda7591e9,32d39c84dbf344813be0068d619564ace062de90bff6353479f1d1acdb1bf376,9117ecc6a8a0b4c58c970fd535ef282243328dec3c6949ea810e95aa0d5b2a0d,f81bd55e87c0507a67adcd9b79c2f036047dd2a956b0d7730ec4fd3c5c7f0272,05f7683d254d94b0121433c5b283a43c2e05c2fe250abb9f9ff5d1f4f4714573,356,audit/generated/FILE_REVIEW_LEDGER.csv,evidence/11-secure-zenoh-live/configs/render-manifest.json,true,100644,blob,4b31a3e586fa068c2bcf6b16c07a632c9e5abea5,c8c9dfa704e3c0362ac3ad2bfc04e21c738b66d948d5d1e6348256400d58956b,1319,19,TEXT_UTF8,true,100644,4b31a3e586fa068c2bcf6b16c07a632c9e5abea5,NONE,c8c9dfa704e3c0362ac3ad2bfc04e21c738b66d948d5d1e6348256400d58956b,1319,19,TEXT_UTF8,IDENTICAL,TRACKED,REGULAR,100644,4b31a3e586fa068c2bcf6b16c07a632c9e5abea5,c8c9dfa704e3c0362ac3ad2bfc04e21c738b66d948d5d1e6348256400d58956b,1319,19,TEXT_UTF8,CLEAN_AGAINST_INDEX,,,RETAINED_EVIDENCE_PATH,EVIDENCE,DECLARED_SOURCE_COMMIT_AND_CURRENT_VIEW,4b31a3e586fa068c2bcf6b16c07a632c9e5abea5,c8c9dfa704e3c0362ac3ad2bfc04e21c738b66d948d5d1e6348256400d58956b,1319,19,JSON,JSON,YES,tools/live_secure_zenoh.py,NO,YES,NO,NO,CONFIRMED,CH-T002-E09#129577201fa47fe5e3e1213d69df7032b61d6e5f2230005aad3ae6efe911bbce:PROVENANCE,APPROVED,Apache-2.0 OR MIT,CH-T002-E09#129577201fa47fe5e3e1213d69df7032b61d6e5f2230005aad3ae6efe911bbce:LICENSE,ch-t002-e0002-lane-02@local.invalid,REVIEWED,CH-T002-N01,,NONE,test_n01_accepted,CH-T002-E09#129577201fa47fe5e3e1213d69df7032b61d6e5f2230005aad3ae6efe911bbce:PRIMARY;CH-T002-E09#129577201fa47fe5e3e1213d69df7032b61d6e5f2230005aad3ae6efe911bbce:SECONDARY;CH-T002-E11#129577201fa47fe5e3e1213d69df7032b61d6e5f2230005aad3ae6efe911bbce:PRIMARY;CH-T002-E12#129577201fa47fe5e3e1213d69df7032b61d6e5f2230005aad3ae6efe911bbce:SECONDARY,ACCEPTED,2026-07-22T12:04:42Z
1.0.0,0795989aa7b682e6bc1108b532939c52b5d7fdfc,434a7d0f13f8d4100a6a2d02d77fcd76159aefcc,sha1,reject,3062019feafca7c7a03419e0f12839ed62df46c189981eadf36b2be2d77998d4,356,380a216abe4e36c443643c898536d691d2fb1edf0ce9d083dbcb603fda7591e9,32d39c84dbf344813be0068d619564ace062de90bff6353479f1d1acdb1bf376,9117ecc6a8a0b4c58c970fd535ef282243328dec3c6949ea810e95aa0d5b2a0d,f81bd55e87c0507a67adcd9b79c2f036047dd2a956b0d7730ec4fd3c5c7f0272,05f7683d254d94b0121433c5b283a43c2e05c2fe250abb9f9ff5d1f4f4714573,356,audit/generated/FILE_REVIEW_LEDGER.csv,evidence/11-secure-zenoh-live/configs/router-launch.json,true,100644,blob,84fb53cee659967a88f3e1dfdbd6185bf9699d4c,daf3e1e72e159176f3d7d77054c485ea562df318f03753683b367204a1e75256,387,12,TEXT_UTF8,true,100644,84fb53cee659967a88f3e1dfdbd6185bf9699d4c,NONE,daf3e1e72e159176f3d7d77054c485ea562df318f03753683b367204a1e75256,387,12,TEXT_UTF8,IDENTICAL,TRACKED,REGULAR,100644,84fb53cee659967a88f3e1dfdbd6185bf9699d4c,daf3e1e72e159176f3d7d77054c485ea562df318f03753683b367204a1e75256,387,12,TEXT_UTF8,CLEAN_AGAINST_INDEX,,,RETAINED_EVIDENCE_PATH,EVIDENCE,DECLARED_SOURCE_COMMIT_AND_CURRENT_VIEW,84fb53cee659967a88f3e1dfdbd6185bf9699d4c,daf3e1e72e159176f3d7d77054c485ea562df318f03753683b367204a1e75256,387,12,JSON,JSON,YES,tools/live_secure_zenoh.py,NO,YES,NO,NO,CONFIRMED,CH-T002-E09#22a18f8c8d82b49098e69311c472b887f72a778daf249f2dd4d50d5118fcd825:PROVENANCE,APPROVED,Apache-2.0 OR MIT,CH-T002-E09#22a18f8c8d82b49098e69311c472b887f72a778daf249f2dd4d50d5118fcd825:LICENSE,ch-t002-e0002-lane-03@local.invalid,REVIEWED,CH-T002-N01,,NONE,test_n01_accepted,CH-T002-E09#22a18f8c8d82b49098e69311c472b887f72a778daf249f2dd4d50d5118fcd825:PRIMARY;CH-T002-E09#22a18f8c8d82b49098e69311c472b887f72a778daf249f2dd4d50d5118fcd825:SECONDARY;CH-T002-E10#22a18f8c8d82b49098e69311c472b887f72a778daf249f2dd4d50d5118fcd825:SECONDARY;CH-T002-E12#22a18f8c8d82b49098e69311c472b887f72a778daf249f2dd4d50d5118fcd825:PRIMARY,ACCEPTED,2026-07-22T12:04:42Z
1.0.0,0795989aa7b682e6bc1108b532939c52b5d7fdfc,434a7d0f13f8d4100a6a2d02d77fcd76159aefcc,sha1,reject,3062019feafca7c7a03419e0f12839ed62df46c189981eadf36b2be2d77998d4,356,380a216abe4e36c443643c898536d691d2fb1edf0ce9d083dbcb603fda7591e9,32d39c84dbf344813be0068d619564ace062de90bff6353479f1d1acdb1bf376,9117ecc6a8a0b4c58c970fd535ef282243328dec3c6949ea810e95aa0d5b2a0d,f81bd55e87c0507a67adcd9b79c2f036047dd2a956b0d7730ec4fd3c5c7f0272,05f7683d254d94b0121433c5b283a43c2e05c2fe250abb9f9ff5d1f4f4714573,356,audit/generated/FILE_REVIEW_LEDGER.csv,evidence/11-secure-zenoh-live/configs/router.json5,true,100644,blob,50c05825b8464286270479be58d9b61adcb6d797,6286cc6af85c4d4986509b1de0ce7d415daba2425a4a8fab7004a02e43d021d3,19408,746,TEXT_UTF8,true,100644,50c05825b8464286270479be58d9b61adcb6d797,NONE,6286cc6af85c4d4986509b1de0ce7d415daba2425a4a8fab7004a02e43d021d3,19408,746,TEXT_UTF8,IDENTICAL,TRACKED,REGULAR,100644,50c05825b8464286270479be58d9b61adcb6d797,6286cc6af85c4d4986509b1de0ce7d415daba2425a4a8fab7004a02e43d021d3,19408,746,TEXT_UTF8,CLEAN_AGAINST_INDEX,,,RETAINED_EVIDENCE_PATH,EVIDENCE,DECLARED_SOURCE_COMMIT_AND_CURRENT_VIEW,50c05825b8464286270479be58d9b61adcb6d797,6286cc6af85c4d4986509b1de0ce7d415daba2425a4a8fab7004a02e43d021d3,19408,746,JSON5,JSON5,YES,tools/live_secure_zenoh.py,NO,YES,NO,NO,CONFIRMED,CH-T002-E09#e34c51607c49fc2bb627db8a539f982b77880719bc06b91a7a3ef7c8dbb0a4ea:PROVENANCE,APPROVED,Apache-2.0 OR MIT,CH-T002-E09#e34c51607c49fc2bb627db8a539f982b77880719bc06b91a7a3ef7c8dbb0a4ea:LICENSE,ch-t002-e0002-lane-02@local.invalid,REVIEWED,CH-T002-N01,,NONE,test_n01_accepted,CH-T002-E09#e34c51607c49fc2bb627db8a539f982b77880719bc06b91a7a3ef7c8dbb0a4ea:PRIMARY;CH-T002-E09#e34c51607c49fc2bb627db8a539f982b77880719bc06b91a7a3ef7c8dbb0a4ea:SECONDARY;CH-T002-E11#e34c51607c49fc2bb627db8a539f982b77880719bc06b91a7a3ef7c8dbb0a4ea:PRIMARY;CH-T002-E12#e34c51607c49fc2bb627db8a539f982b77880719bc06b91a7a3ef7c8dbb0a4ea:SECONDARY,ACCEPTED,2026-07-22T12:04:42Z
